Region,Product Category,Sales Amount,Quarter,Year,Profit Margin,Order Date,Customer Type,Employee ID
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Yucca,KRW,Q1,2013,38,01/14/2024,Retail,769
1/2,Oil - Shortening - All - Purpose,RUB,Q1,2012,22,05/15/2024,Retail,770
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Nantucket Cranberry Juice,JPY,Q2,1988,40,04/04/2024,Wholesale,771
$1.00,Ginger - Ground,SLL,Q2,2005,76,03/08/2024,Wholesale,772
../../../../../../../../../../../etc/passwd%00,Pear - Halves,HRK,Q1,1993,61,07/09/2024,Retail,773
田中さんにあげて下さい,"Soda Water - Club Soda, 355 Ml",YER,Q3,2011,70,11/26/2023,Retail,774
"""",Lettuce - Treviso,IDR,Q2,2006,84,08/05/2024,Wholesale,775
🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,Spice - Chili Powder Mexican,RSD,Q4,1985,95,05/24/2024,Wholesale,776
-1E+02,"Cheese - Brie,danish",CNY,Q4,2005,42,12/05/2023,Wholesale,777
"""""",Bay Leaf,CNY,Q1,2003,54,01/18/2024,Retail,778
パーティーへ行かないか,Wine - Chateau Aqueria Tavel,HRK,Q2,2009,53,03/11/2024,Retail,779
"""""",Beer - Camerons Cream Ale,JPY,Q1,2007,52,10/28/2023,Retail,780
"""""",Artichokes - Jerusalem,PLN,Q4,2004,59,01/31/2024,Wholesale,781
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,Jolt Cola - Electric Blue,ILS,Q1,2002,28,10/06/2023,Wholesale,782
NIL,Pork - Belly Fresh,CZK,Q4,2002,11,03/23/2024,Retail,783
¡™£¢∞§¶•ªº–≠,Tea - Apple Green Tea,BRL,Q1,2009,43,01/25/2024,Retail,784
00˙Ɩ$-,"Wine - Red, Marechal Foch",NGN,Q1,2010,23,05/19/2024,Retail,785
!@#$%^&*(),Beef - Salted,EUR,Q3,2000,37,08/02/2024,Retail,786
../../../../../../../../../../../etc/passwd%00,Hot Chocolate - Individual,IDR,Q3,2002,68,03/26/2024,Retail,787
<svg><script>0<1>alert('XSS')</script>,Liners - Baking Cups,LTL,Q1,2006,28,06/21/2024,Wholesale,788
울란바토르,Spice - Pepper Portions,CNY,Q2,2001,16,11/14/2023,Wholesale,789
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,"Beef - Rib Roast, Cap On",EUR,Q1,1983,80,02/05/2024,Wholesale,790
 ,Rice - 7 Grain Blend,HRK,Q2,1998,93,05/28/2024,Retail,791
パーティーへ行かないか,Bread - Raisin,GEL,Q4,1995,47,12/03/2023,Retail,792
,Sherry - Dry,IDR,Q2,1992,96,06/25/2024,Retail,793
1E2,Wine - Delicato Merlot,EUR,Q4,1994,46,01/09/2024,Wholesale,794
"__ﾛ(,_,*)",Milk 2% 500 Ml,RUB,Q2,1992,36,01/17/2024,Wholesale,795
!@#$%^&*(),Crackers Cheez It,AMD,Q2,2011,78,12/02/2023,Retail,796
１２３,Nori Sea Weed - Gold Label,AFN,Q3,2008,64,10/21/2023,Retail,797
null,Veal - Insides Provini,BRL,Q2,2009,78,12/17/2023,Wholesale,798
‫test‫,Squid U5 - Thailand,ARS,Q1,2003,90,01/28/2024,Retail,799
../../../../../../../../../../../etc/hosts,Butter - Salted,UAH,Q3,1989,74,02/13/2024,Wholesale,800
 ,Vodka - Smirnoff,SEK,Q1,2002,51,10/23/2023,Retail,801
åß∂ƒ©˙∆˚¬…æ,Wakami Seaweed,CAD,Q2,1994,35,11/21/2023,Retail,802
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Glaze - Clear,EUR,Q2,1996,90,02/02/2024,Wholesale,803
﻿,Calaloo,IDR,Q2,2007,88,10/09/2023,Wholesale,804
␣,Island Oasis - Wildberry,IDR,Q4,2012,85,02/04/2024,Retail,805
åß∂ƒ©˙∆˚¬…æ,Calypso - Black Cherry Lemonade,EUR,Q1,2008,9,03/10/2024,Wholesale,806
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Pasta - Ravioli,KZT,Q3,1999,19,04/22/2024,Wholesale,807
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Butter Ripple - Phillips,CNY,Q4,2011,79,06/07/2024,Retail,808
<script>alert('hi')</script>,"Soup - Knorr, Chicken Gumbo",BRL,Q1,2006,12,08/19/2024,Wholesale,809
/dev/null; touch /tmp/blns.fail ; echo,Chips Potato Salt Vinegar 43g,CNY,Q1,2003,61,04/01/2024,Retail,810
⁦test⁧,Pork - Ham Hocks - Smoked,UAH,Q1,1995,91,04/29/2024,Wholesale,811
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Soup - Campbells Chili,CNY,Q3,2004,50,09/16/2024,Retail,812
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Wine - Cotes Du Rhone,IDR,Q2,2010,54,03/25/2024,Wholesale,813
¸˛Ç◊ı˜Â¯˘¿,Lobster - Cooked,ZAR,Q4,1984,78,09/25/2024,Wholesale,814
🐵 🙈 🙉 🙊,"Sauce - Soya, Dark",CZK,Q2,1994,8,11/13/2023,Wholesale,815
🐵 🙈 🙉 🙊,"Soup - Knorr, Chicken Gumbo",RUB,Q2,2002,65,02/01/2024,Wholesale,816
⁰⁴⁵₀₁₂,Snails - Large Canned,CNY,Q4,1989,38,01/10/2024,Wholesale,817
👩🏽,Butter Balls Salted,PHP,Q2,2008,79,09/04/2024,Retail,818
"""'""'""''''""",Juice - Cranberry 284ml,IDR,Q2,2012,64,08/06/2024,Wholesale,819
・(￣∀￣)・:*:,Sea Bass - Whole,CNY,Q2,1985,86,03/18/2024,Retail,820
!@#$%^&*(),"Marsala - Sperone, Fine, D.o.c.",XPF,Q4,1995,62,10/16/2023,Retail,821
⁰⁴⁵₀₁₂,Melon - Cantaloupe,COP,Q4,2009,47,10/10/2023,Wholesale,822
␡,"Chocolate - Semi Sweet, Calets",IDR,Q4,1993,8,08/06/2024,Retail,823
部落格,"Chicken - Diced, Cooked",CNY,Q1,2000,74,09/22/2024,Wholesale,824
() { 0; }; touch /tmp/blns.shellshock1.fail;,"Lobster - Baby, Boiled",JPY,Q2,2005,50,01/19/2024,Retail,825
Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,Veal - Kidney,JPY,Q1,1992,44,09/13/2024,Retail,826
␣,"Tomatoes - Vine Ripe, Red",CNY,Q1,1987,42,11/26/2023,Retail,827
社會科學院語學研究所,Clementine,IDR,Q4,2002,6,11/03/2023,Retail,828
👩🏽,Ginger - Fresh,IDR,Q1,1994,4,09/04/2024,Wholesale,829
1E02,Wine - Zonnebloem Pinotage,RUB,Q1,2012,28,01/25/2024,Wholesale,830
-1E02,Apricots - Halves,USD,Q1,2011,36,03/28/2024,Wholesale,831
울란바토르,Peas - Frozen,AFN,Q3,2012,44,11/14/2023,Retail,832
　,Tea - Herbal Sweet Dreams,BRL,Q4,2013,96,03/06/2024,Retail,833
1;DROP TABLE users,Pie Shell - 5,VND,Q1,2004,4,01/24/2024,Wholesale,834
1.00,Cheese Cloth No 100,CZK,Q1,2008,66,02/10/2024,Retail,835
null,Shrimp - 150 - 250,MKD,Q3,1992,95,09/21/2024,Retail,836
/dev/null; touch /tmp/blns.fail ; echo,Caviar - Salmon,CNY,Q2,2013,87,05/08/2024,Wholesale,837
1,Mix - Cocktail Ice Cream,MXN,Q1,1972,3,08/27/2024,Retail,838
"'""'",Sweet Pea Sprouts,THB,Q4,2000,31,09/21/2024,Wholesale,839
00˙Ɩ$-,Dasheen,PKR,Q2,1999,30,07/18/2024,Wholesale,840
社會科學院語學研究所,Chicken - Whole Fryers,ARS,Q4,1992,68,05/14/2024,Wholesale,841
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,Bread Base - Italian,IDR,Q4,2006,14,03/01/2024,Wholesale,842
(｡◕ ∀ ◕｡),Magnotta - Bel Paese White,LAK,Q1,2007,75,01/24/2024,Wholesale,843
1E2,"Basil - Dry, Rubbed",EUR,Q4,2005,66,07/10/2024,Retail,844
`⁄€‹›ﬁﬂ‡°·‚—±,Pastry - Apple Muffins - Mini,CNY,Q2,2005,48,01/24/2024,Retail,845
() { 0; }; touch /tmp/blns.shellshock1.fail;,Cheese - Ricotta,CNY,Q1,1996,50,05/27/2024,Retail,846
⁰⁴⁵₀₁₂,Quinoa,IDR,Q4,1992,79,03/18/2024,Retail,847
・(￣∀￣)・:*:,"Liqueur Banana, Ramazzotti",CNY,Q4,1989,32,07/04/2024,Wholesale,848
$1.00,"Placemat - Scallop, White",ARS,Q3,1995,37,06/12/2024,Wholesale,849
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,"Tart Shells - Savory, 4",COP,Q1,2006,16,11/22/2023,Wholesale,850
"""",Sage Ground Wiberg,USD,Q1,1964,51,11/20/2023,Wholesale,851
‪‪test‪,Appetizer - Asian Shrimp Roll,CLP,Q2,2007,85,03/01/2024,Wholesale,852
‪‪test‪,Bread - French Baquette,EUR,Q2,2011,78,10/09/2023,Retail,853
!@#$%^&*(),Lime Cordial - Roses,ARS,Q4,2010,75,02/28/2024,Wholesale,854
｀ｨ(´∀｀∩,"Mushroom - Shitake, Dry",EUR,Q2,1996,96,01/26/2024,Retail,855
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,"Beef - Ox Tongue, Pickled",BRL,Q4,2006,32,06/22/2024,Wholesale,856
-$1.00,Ecolab - Solid Fusion,ARS,Q4,2002,53,04/11/2024,Retail,857
‪‪test‪,"Doilies - 5, Paper",JOD,Q3,1997,54,06/18/2024,Wholesale,858
⁰⁴⁵₀₁₂,Gelatine Powder,IDR,Q3,1997,31,07/26/2024,Wholesale,859
"""''''""'""",Ice Cream - Strawberry,IDR,Q4,2003,99,07/13/2024,Wholesale,860
﻿,Garbag Bags - Black,PHP,Q3,1989,73,02/14/2024,Retail,861
 test ,Beans - Fine,PLN,Q4,2011,1,07/10/2024,Retail,862
,Wine - Puligny Montrachet A.,CNY,Q4,1995,10,06/01/2024,Wholesale,863
<img src=x onerror=alert('hi') />,Oil - Grapeseed Oil,BRL,Q4,1991,96,04/04/2024,Retail,864
1;DROP TABLE users,Caviar - Salmon,USD,Q3,2004,85,10/31/2023,Wholesale,865
-1.00,Carbonated Water - White Grape,EUR,Q1,2011,74,06/08/2024,Retail,866
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Cheese - Grana Padano,PLN,Q2,1992,77,02/11/2024,Retail,867
"__ﾛ(,_,*)",Food Colouring - Red,RUB,Q3,1999,59,02/13/2024,Retail,868
1;DROP TABLE users,Bamboo Shoots - Sliced,BRL,Q2,1994,8,05/14/2024,Wholesale,869
-1E02,Juice - Lime,BRL,Q3,2002,89,01/06/2024,Retail,870
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Pants Custom Dry Clean,IDR,Q2,1989,100,06/02/2024,Wholesale,871
(╯°□°）╯︵ ┻━┻)  ,Buttons,UGX,Q1,2003,75,11/15/2023,Retail,872
Œ„´‰ˇÁ¨ˆØ∏”’,Flour Dark Rye,VND,Q3,2009,59,10/15/2023,Retail,873
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,"Juice - Apple, 1.36l",EUR,Q3,1993,78,05/25/2024,Retail,874
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Salmon Atl.whole 8 - 10 Lb,RUB,Q3,2009,85,07/25/2024,Retail,875
NIL,Onions - White,RSD,Q1,2008,50,07/15/2024,Wholesale,876
사회과학원 어학연구소,White Fish - Filets,EUR,Q1,1990,13,05/30/2024,Wholesale,877
⁰⁴⁵,Dragon Fruit,CNY,Q1,2004,88,04/28/2024,Wholesale,878
울란바토르,Olive - Spread Tapenade,USD,Q4,2011,92,07/15/2024,Retail,879
パーティーへ行かないか,Langers - Cranberry Cocktail,PKR,Q1,2011,1,07/02/2024,Retail,880
和製漢語,Wine - Periguita Fonseca,BRL,Q1,1953,70,01/16/2024,Wholesale,881
NULL,"Salmon - Atlantic, No Skin",PHP,Q1,1997,81,06/05/2024,Wholesale,882
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,Cheese - Mascarpone,COP,Q2,2011,91,12/21/2023,Retail,883
¡™£¢∞§¶•ªº–≠,"Pasta - Cappellini, Dry",SEK,Q4,2012,76,03/31/2024,Wholesale,884
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Lettuce - Treviso,CNY,Q3,2002,54,07/06/2024,Retail,885
1/2,Beef - Short Ribs,CNY,Q3,2009,17,08/19/2024,Retail,886
"""""",Asparagus - Mexican,IDR,Q3,1986,14,02/11/2024,Retail,887
-1E+02,Muffin Batt - Carrot Spice,EUR,Q3,2013,73,08/12/2024,Wholesale,888
../../../../../../../../../../../etc/passwd%00,Chicken Breast Wing On,EUR,Q1,2008,14,06/06/2024,Retail,889
¸˛Ç◊ı˜Â¯˘¿,Chocolate - Milk,CAD,Q2,2005,61,10/11/2023,Wholesale,890
｀ｨ(´∀｀∩,Cookie Dough - Oatmeal Rasin,CNY,Q1,2005,8,11/29/2023,Retail,891
␣,Creme De Cacao White,IDR,Q3,1993,77,11/26/2023,Wholesale,892
$1.00,Garlic Powder,CNY,Q3,2004,34,07/27/2024,Retail,893
-1E02,Squid Ink,MYR,Q1,1999,6,03/21/2024,Retail,894
test⁠test‫,Vinegar - Red Wine,SEK,Q1,2009,31,05/27/2024,Retail,895
社會科學院語學研究所,Bandage - Finger Cots,CNY,Q1,2009,45,09/14/2024,Wholesale,896
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Pails With Lids,RUB,Q3,2007,12,01/14/2024,Wholesale,897
👩🏽,Chinese Foods - Chicken,NGN,Q4,1990,7,07/23/2024,Wholesale,898
 ,Wine - Black Tower Qr,TND,Q3,2012,53,11/23/2023,Retail,899
١٢٣,"Sauce - Bernaise, Mix",PHP,Q1,2004,38,08/24/2024,Retail,900
<img src=x onerror=alert('hi') />,"Hickory Smoke, Liquid",GTQ,Q3,1997,83,09/13/2024,Wholesale,901
١٢٣,Lettuce - Green Leaf,COP,Q1,2010,21,06/13/2024,Retail,902
⁰⁴⁵₀₁₂,Southern Comfort,RUB,Q1,2012,50,04/07/2024,Retail,903
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Coffee Beans - Chocolate,CNY,Q2,1962,46,07/18/2024,Retail,904
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },"Cup - 6oz, Foam",CAD,Q3,2012,33,08/10/2024,Wholesale,905
울란바토르,Eggwhite Frozen,BRL,Q3,2011,57,12/17/2023,Wholesale,906
NIL,Carbonated Water - Lemon Lime,CZK,Q1,1985,28,08/25/2024,Retail,907
-1E+02,Trueblue - Blueberry,PLN,Q2,2002,77,10/04/2023,Wholesale,908
　,Pectin,CAD,Q1,2009,1,01/22/2024,Wholesale,909
ÅÍÎÏ˝ÓÔÒÚÆ☃,Beer - Sleemans Cream Ale,XOF,Q4,2002,10,01/09/2024,Retail,910
<svg><script>0<1>alert('XSS')</script>,Goat - Whole Cut,CNY,Q4,1994,14,04/15/2024,Wholesale,911
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,Lamb Shoulder Boneless Nz,UYU,Q3,1998,33,03/05/2024,Wholesale,912
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Tamarillo,CNY,Q4,2004,50,02/09/2024,Retail,913
🐵 🙈 🙉 🙊,Loquat,IDR,Q2,1966,76,04/19/2024,Retail,914
"""""",Peach - Fresh,ALL,Q3,2008,36,08/12/2024,Wholesale,915
',Sprouts - Peppercress,IRR,Q2,2007,95,01/25/2024,Wholesale,916
¸˛Ç◊ı˜Â¯˘¿,Muffin - Banana Nut Individual,HTG,Q4,2008,59,10/17/2023,Retail,917
1E2,Pickerel - Fillets,IDR,Q2,2001,37,03/08/2024,Wholesale,918
‪‪test‪,Mushroom - Chanterelle Frozen,PKR,Q3,2006,25,05/11/2024,Wholesale,919
‪‪test‪,Veal - Ground,CNY,Q1,2002,78,06/02/2024,Retail,920
｀ｨ(´∀｀∩,Galliano,JPY,Q3,2010,76,05/19/2024,Retail,921
-1/2,"Soup - Campbells, Chix Gumbo",NOK,Q1,1994,2,02/28/2024,Retail,922
00˙Ɩ$-,Jerusalem Artichoke,EUR,Q3,2005,98,10/22/2023,Wholesale,923
Ω≈ç√∫˜µ≤≥÷,Wiberg Cure,PEN,Q4,2012,70,01/16/2024,Retail,924
$1.00,Soup - Base Broth Beef,MKD,Q3,2011,37,01/01/2024,Wholesale,925
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Sponge Cake Mix - Vanilla,PHP,Q4,2013,51,02/01/2024,Wholesale,926
⁰⁴⁵,"Wine - White, Riesling, Semi - Dry",CNY,Q2,2009,31,08/10/2024,Retail,927
,Apricots Fresh,IDR,Q3,2006,66,10/28/2023,Wholesale,928
울란바토르,Anchovy Paste - 56 G Tube,COP,Q4,2005,24,04/16/2024,Wholesale,929
-1,Carrots - Jumbo,IRR,Q3,2003,81,09/24/2024,Retail,930
-1E+02,Potatoes - Pei 10 Oz,NGN,Q2,1989,15,02/28/2024,Retail,931
-1E2,Halibut - Steaks,SEK,Q4,1997,83,07/04/2024,Retail,932
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,Mussels - Cultivated,RUB,Q4,1991,75,10/23/2023,Wholesale,933
",./;'[]\-=",Capers - Ox Eye Daisy,CNY,Q2,1994,28,11/21/2023,Retail,934
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,"Juice - Grapefruit, 341 Ml",BRL,Q3,1983,11,08/20/2024,Wholesale,935
1/2,Quail Eggs - Canned,EUR,Q3,2006,70,06/14/2024,Wholesale,936
😍,Juice - Apple 284ml,IDR,Q4,2011,31,06/01/2024,Retail,937
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Pork - Backs - Boneless,CNY,Q4,2010,93,03/17/2024,Wholesale,938
😍,Container Clear 8 Oz,MMK,Q2,1985,57,01/10/2024,Wholesale,939
-$1.00,Wine - Barolo Fontanafredda,EUR,Q1,2000,14,05/31/2024,Wholesale,940
‫test‫,Pails With Lids,CNY,Q3,1986,50,04/30/2024,Retail,941
"'""'",Plastic Arrow Stir Stick,RUB,Q3,2002,39,05/08/2024,Wholesale,942
社會科學院語學研究所,Garam Marsala,EUR,Q1,2001,76,08/10/2024,Wholesale,943
部落格,Truffle Cups Green,CNY,Q4,2011,81,07/22/2024,Retail,944
⁦test⁧,"Wine - Red, Cabernet Sauvignon",IDR,Q4,2009,59,08/05/2024,Wholesale,945
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,"Pork - Loin, Boneless",CNY,Q3,2009,37,10/08/2023,Wholesale,946
社會科學院語學研究所,Scallops - U - 10,UAH,Q3,1986,34,12/25/2023,Retail,947
田中さんにあげて下さい,Bandage - Finger Cots,IDR,Q1,1998,7,06/14/2024,Retail,948
(╯°□°）╯︵ ┻━┻)  ,Sausage - Breakfast,USD,Q2,2001,30,06/04/2024,Wholesale,949
١٢٣,Cheese - Bakers Cream Cheese,SEK,Q2,1990,71,05/13/2024,Wholesale,950
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"Beef - Outside, Round",COP,Q3,2012,70,11/06/2023,Wholesale,951
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,"Wine - Red, Lurton Merlot De",CAD,Q1,2009,88,02/15/2024,Wholesale,952
​,Glucose,IDR,Q2,1998,17,05/03/2024,Wholesale,953
"'""'",Pizza Pizza Dough,VEF,Q2,2000,93,09/30/2023,Retail,954
(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,"Lemonade - Natural, 591 Ml",BRL,Q3,1999,42,07/31/2024,Wholesale,955
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"Beef - Bones, Marrow",CNY,Q2,2003,50,01/03/2024,Retail,956
<script>alert('hi')</script>,"Soup - Knorr, Country Bean",RUB,Q3,2010,49,01/13/2024,Retail,957
"""",Cheese - Camembert,SEK,Q1,1989,94,04/22/2024,Wholesale,958
nil,Meldea Green Tea Liquor,UAH,Q1,1998,98,07/16/2024,Wholesale,959
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Lobster - Cooked,CNY,Q4,1999,3,05/24/2024,Wholesale,960
-1/2,Oil - Coconut,CNY,Q4,2004,14,09/01/2024,Retail,961
-1.00,Sugar Thermometer,CNY,Q4,2009,73,03/01/2024,Wholesale,962
﻿,Oyster - In Shell,VND,Q4,2008,45,09/21/2024,Retail,963
0.00,Versatainer Nc - 8288,IDR,Q4,2013,2,07/22/2024,Wholesale,964
1/2,Salt - Table,CNY,Q4,2007,55,10/26/2023,Retail,965
0/0,Poppy Seed,PHP,Q3,2002,81,07/27/2024,Wholesale,966
